City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Ust-Maya,RU,60.4167,134.5333,32.49,45,90,11.48,overcast clouds
341,Touros,BR,-5.1989,-35.4608,73.56,85,76,11.23,broken clouds
342,Souillac,MU,-20.5167,57.5167,73.78,68,40,11.5,scattered clouds
343,Gdov,RU,58.7406,27.8122,46.0,83,88,7.63,overcast clouds
344,Matay,EG,28.419,30.7792,71.91,67,0,11.1,clear sky
345,La Palma,US,33.8464,-118.0467,73.9,89,20,3.44,few clouds
346,Mildura,AU,-34.2,142.15,62.56,100,100,12.66,overcast clouds
347,Sidrolandia,BR,-20.9319,-54.9614,72.43,65,7,7.27,clear sky
348,Tohana,IN,29.7,75.9,86.58,55,1,5.57,clear sky
349,Katra,IN,32.9833,74.95,80.24,39,0,3.91,clear sky
350,Vao,NC,-22.6667,167.4833,69.31,61,3,10.49,clear sky
351,Dingle,PH,10.9995,122.6711,88.14,66,96,10.42,overcast clouds
352,Zhigansk,RU,66.7697,123.3711,27.84,72,100,6.33,overcast clouds
353,Nabire,ID,-3.3667,135.4833,85.51,65,100,4.68,overcast clouds
354,Lerwick,GB,60.1545,-1.1494,50.92,88,100,16.69,moderate rain
355,Canandaigua,US,42.8742,-77.288,48.33,85,93,2.98,overcast clouds
356,Hadishahr,AZ,38.8431,45.6635,66.69,20,0,1.74,clear sky
357,La Massana,AD,42.5667,1.4833,51.08,73,0,1.77,clear sky
358,Broome,US,42.2506,-75.833,50.41,91,100,3.0,moderate rain
359,Bereda,ES,43.2686,-7.5406,51.42,70,0,2.08,clear sky
360,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,47,0,21.85,clear sky
361,Tolaga Bay,NZ,-38.3667,178.3,60.08,61,95,13.13,overcast clouds
362,Ulladulla,AU,-35.35,150.4667,54.5,81,100,13.22,moderate rain
363,Tela,HN,15.7833,-87.45,73.74,90,98,4.88,overcast clouds
364,Cukai,MY,4.25,103.4167,80.55,87,100,7.47,overcast clouds
365,Honiara,SB,-9.4333,159.95,86.14,53,57,8.5,broken clouds
366,Rena,NO,61.1348,11.3641,50.68,94,100,2.24,overcast clouds
367,Kidal,ML,18.4411,1.4078,84.58,25,28,1.86,scattered clouds
368,Puerto Ayacucho,VE,5.6639,-67.6236,74.84,91,98,2.51,moderate rain
369,Egvekinot,RU,66.3167,-179.1667,24.4,84,95,4.52,overcast clouds
370,Campoverde,PE,-8.4753,-74.8058,80.29,65,78,2.68,broken clouds
371,Lesozavodsk,RU,45.4794,133.4244,47.37,28,49,10.94,scattered clouds
372,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,78,56,12.66,broken clouds
373,Monrovia,LR,6.3005,-10.7969,76.77,89,99,1.7,light rain
374,Sfantu Gheorghe,RO,45.8667,25.7833,43.93,88,92,1.43,overcast clouds
375,Kushmurun,KZ,52.4503,64.6311,50.99,25,35,7.9,scattered clouds
376,Lodwar,KE,3.1191,35.5973,82.2,45,78,14.97,broken clouds
377,Aksarka,RU,66.5606,67.7975,38.82,72,5,5.5,clear sky
378,Aljezur,PT,37.3191,-8.8033,66.52,57,0,6.06,clear sky
379,Hillsboro,US,45.5229,-122.9898,60.08,85,0,0.0,clear sky
380,Khandyga,RU,62.6667,135.6,29.44,41,86,7.05,overcast clouds
381,Owerri,NG,5.4833,7.0304,72.81,98,100,3.29,overcast clouds
382,Novoilinsk,RU,51.6829,108.7143,38.97,42,72,8.84,broken clouds
383,San Carlos,VE,9.6612,-68.5827,73.15,91,44,2.93,scattered clouds
384,Ginir,ET,7.1333,40.7,60.93,77,85,6.55,overcast clouds
385,Bambanglipuro,ID,-7.95,110.2833,83.3,66,100,12.33,overcast clouds
386,Shinuhayr,AM,39.4367,46.3179,68.85,24,0,1.01,clear sky
387,Necochea,AR,-38.5473,-58.7368,45.81,92,34,12.24,scattered clouds
388,Hoquiam,US,46.9809,-123.8893,58.44,93,73,2.37,broken clouds
389,Helong,CN,42.5397,128.9972,48.7,25,0,8.99,clear sky
390,Nesna,NO,66.1967,13.0213,50.41,80,100,9.1,light rain
391,Puri,IN,19.8,85.85,81.12,75,99,12.12,overcast clouds
392,Buraydah,SA,26.326,43.975,72.05,25,0,7.76,clear sky
393,Slave Lake,CA,55.2834,-114.769,46.38,87,100,0.0,overcast clouds
394,High Level,CA,58.5169,-117.136,42.91,75,40,9.22,smoke
395,Leningradskiy,RU,69.3833,178.4167,20.03,85,16,7.43,few clouds
396,Itupiranga,BR,-5.1347,-49.3267,75.52,64,34,2.19,scattered clouds
397,Olafsvik,IS,64.8945,-23.7142,41.97,87,100,28.81,overcast clouds
398,Paamiut,GL,61.994,-49.6678,38.89,95,100,19.98,light rain
399,Moranbah,AU,-22.0016,148.0466,80.98,36,97,13.4,overcast clouds
400,Porto Novo,BJ,6.4965,2.6036,74.82,94,51,3.02,broken clouds
401,Miramar,US,25.9873,-80.2323,77.0,85,38,3.0,scattered clouds
402,Saint-Pierre,RE,-21.3393,55.4781,74.88,64,75,4.61,broken clouds
403,Havoysund,NO,70.9963,24.6622,44.83,80,33,17.98,scattered clouds
404,Puerto Escondido,MX,15.85,-97.0667,78.76,82,15,4.97,few clouds
405,Genhe,CN,50.7833,121.5167,38.48,25,67,7.43,broken clouds
406,Kodiak,US,57.79,-152.4072,51.31,82,100,16.11,mist
407,Peto,MX,20.1333,-88.9167,69.1,75,27,2.55,scattered clouds
408,Coahuayana,MX,18.7333,-103.6833,75.74,91,48,2.75,scattered clouds
409,Sorong,ID,-0.8833,131.25,82.36,76,80,2.64,broken clouds
410,Kirakira,SB,-10.4544,161.9205,81.68,78,32,7.23,scattered clouds
411,Nelson Bay,AU,-32.7167,152.15,63.0,86,100,18.99,light rain
412,Awjilah,LY,29.1081,21.2869,69.55,60,0,6.29,clear sky
413,Rabat,MA,33.9911,-6.8401,68.04,100,40,0.0,scattered clouds
414,Husavik,IS,66.0449,-17.3389,39.56,99,100,19.04,overcast clouds
415,Chara,RU,56.9064,118.2631,27.68,55,27,5.55,scattered clouds
416,Weligama,LK,5.9667,80.4167,82.85,73,97,15.1,overcast clouds
417,Teknaf,BD,20.8624,92.3058,86.94,65,40,3.2,scattered clouds
418,Dunedin,NZ,-45.8742,170.5036,35.6,84,92,25.84,overcast clouds
419,Rawson,AR,-43.3002,-65.1023,58.64,46,72,16.37,broken clouds
420,Kang,BW,-23.6752,22.7876,74.68,18,0,11.3,clear sky
421,Kutum,SD,14.2,24.6667,73.42,59,14,4.41,few clouds
422,Pauini,BR,-7.7136,-66.9764,73.62,86,82,3.06,broken clouds
423,Polyarnyy,RU,69.1989,33.4478,40.48,90,100,11.36,overcast clouds
424,Sitka,US,57.0531,-135.33,60.69,59,100,10.36,overcast clouds
425,Quepem,IN,15.2167,74.0667,83.97,74,86,6.78,light rain
426,West Bay,KY,19.3667,-81.4167,81.07,74,73,1.01,broken clouds
427,Lompoc,US,34.6391,-120.4579,60.53,93,100,3.44,fog
428,Pemba,MZ,-12.974,40.5178,74.1,100,20,5.01,few clouds
429,Samarai,PG,-10.6167,150.6667,79.18,84,100,8.68,overcast clouds
430,Chingirlau,KZ,51.095,54.0814,50.79,25,91,16.91,overcast clouds
431,Grand Gaube,MU,-20.0064,57.6608,75.38,65,80,13.0,broken clouds
432,Maragogi,BR,-9.0122,-35.2225,74.03,82,38,5.79,scattered clouds
433,Fuyu,CN,45.1833,124.8167,48.65,25,36,14.5,scattered clouds
434,Yola,NG,9.2,12.4833,76.82,88,40,0.0,scattered clouds
435,Thinadhoo,MV,0.5333,72.9333,81.27,77,100,17.49,overcast clouds
436,Hudson Bay,CA,52.85,-102.3842,52.72,69,43,2.01,scattered clouds
437,Bara,NG,10.3744,10.7288,72.1,94,81,5.99,broken clouds
438,Bassar,TG,9.25,0.7833,70.45,95,100,2.62,overcast clouds
439,Marmora,IT,44.4583,7.094,50.47,60,0,4.0,clear sky
440,Penzance,GB,50.1186,-5.5371,61.48,91,100,30.62,overcast clouds
441,Qasigiannguit,GL,68.8193,-51.1922,15.1,79,13,4.45,few clouds
442,Juegang,CN,32.3174,121.1855,67.91,60,100,13.04,overcast clouds
443,Linjiang,CN,41.8069,126.9078,50.86,25,0,6.8,clear sky
444,Teluk Nibung,ID,3.001,99.8164,77.43,89,100,4.05,overcast clouds
445,Taltal,CL,-25.4,-70.4833,53.87,82,21,2.33,few clouds
446,Grand Forks,US,47.9417,-97.4337,61.74,69,43,3.98,scattered clouds
447,Sechura,PE,-5.5569,-80.8222,61.14,84,80,11.41,broken clouds
448,Pennagaram,IN,12.1333,77.9,78.19,51,76,6.11,broken clouds
449,Emba,KZ,48.8264,58.1442,53.26,17,46,13.42,scattered clouds
450,Tocopilla,CL,-22.092,-70.1979,57.67,73,14,5.86,few clouds
451,Najran,SA,17.4924,44.1277,75.85,17,36,5.95,scattered clouds
452,Bonthe,SL,7.5264,-12.505,76.26,90,100,2.01,overcast clouds
453,Kamen-Na-Obi,RU,53.7884,81.3423,40.87,72,100,9.33,overcast clouds
454,Nantucket,US,41.2835,-70.0995,62.71,98,100,14.97,mist
455,Coquimbo,CL,-29.9533,-71.3436,55.13,82,75,1.14,broken clouds
456,Camacha,PT,33.0833,-16.3333,67.42,78,20,11.5,few clouds
457,Liwale,TZ,-9.7667,37.9333,69.03,80,60,5.06,broken clouds
458,Srandakan,ID,-7.9386,110.2506,83.23,67,100,11.92,overcast clouds
459,Korla,CN,41.7597,86.1469,63.28,18,5,14.0,clear sky
460,Portland,US,45.5234,-122.6762,60.75,88,0,0.0,clear sky
461,Luau,AO,-10.7073,22.2247,69.85,57,25,1.88,scattered clouds
462,Taos,US,36.4072,-105.5731,52.27,82,88,1.01,overcast clouds
463,Zimovniki,RU,47.1483,42.4633,57.43,71,100,5.5,overcast clouds
464,Paysandu,UY,-32.3214,-58.0756,49.66,92,6,8.25,clear sky
465,Moindou,NC,-21.6924,165.677,73.02,59,2,12.12,clear sky
466,Vorotynets,RU,56.0603,45.8633,47.98,86,100,14.03,overcast clouds
467,Kouroussa,GN,10.65,-9.8833,71.73,96,62,2.89,broken clouds
468,Umarkot,PK,25.3616,69.7362,90.72,41,0,7.54,clear sky
469,Aswan,EG,24.0934,32.907,79.9,29,0,6.91,clear sky
470,Cabedelo,BR,-6.9811,-34.8339,74.07,79,72,9.01,broken clouds
471,Anadyr,RU,64.75,177.4833,36.1,93,75,17.9,light rain
472,Zhanaozen,KZ,43.3,52.8,62.6,16,3,21.47,clear sky
473,Linxia,CN,35.6003,103.2064,47.44,82,100,7.09,overcast clouds
474,Panzhihua,CN,26.5851,101.7128,83.53,56,40,4.16,scattered clouds
475,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,50,20,13.42,few clouds
476,Kuah,MY,6.3265,99.8432,85.98,74,40,3.44,scattered clouds
477,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,73.06,61,42,5.17,scattered clouds
478,Antalaha,MG,-14.9003,50.2788,72.37,69,100,4.97,overcast clouds
479,Rincon,US,32.296,-81.2354,62.85,96,8,4.99,clear sky
480,Uttaradit,TH,17.6667,100.5,84.36,66,78,1.54,broken clouds
481,Mitu,CO,1.1983,-70.1733,71.47,98,85,2.19,overcast clouds
482,Isangel,VU,-19.55,169.2667,75.58,64,24,12.75,few clouds
483,Prince Rupert,CA,54.3161,-130.3201,56.89,91,100,2.3,light rain
484,Strezhevoy,RU,60.7333,77.5889,42.26,75,79,10.16,broken clouds
485,Staropesterevo,RU,54.5001,86.4094,37.2,75,100,11.52,light rain
486,Kichera,RU,55.9375,110.0997,32.07,47,28,3.18,scattered clouds
487,Rio Grande,BR,-32.035,-52.0986,57.94,91,0,7.99,clear sky
488,Moba,CN,33.2288,105.0179,49.51,86,100,4.23,overcast clouds
489,Aykhal,RU,66.0,111.5,28.35,91,95,17.0,overcast clouds
490,Seoul,KR,37.5683,126.9778,67.57,50,75,5.75,broken clouds
491,Severo-Yeniseyskiy,RU,60.3725,93.0408,32.14,91,100,8.99,light snow
492,Vikevag,NO,59.0976,5.6969,53.67,94,100,1.01,overcast clouds
493,Algete,ES,40.5971,-3.4974,64.8,51,0,5.01,clear sky
494,Saint-Ambroise,CA,48.5501,-71.3324,53.42,87,84,1.03,broken clouds
495,Geraldton,AU,-28.7667,114.6,70.21,46,75,13.8,broken clouds
496,Harlingen,US,26.1906,-97.6961,77.09,87,16,6.35,few clouds
497,Caldwell,US,43.6629,-116.6874,67.17,62,0,0.0,clear sky
498,Bayanday,RU,53.0661,105.5139,36.63,46,22,4.74,few clouds
499,Englewood,US,39.6478,-104.9878,58.05,77,49,1.99,scattered clouds
500,Kalmunai,LK,7.4167,81.8167,87.71,54,100,2.44,overcast clouds
501,Snyder,US,32.7179,-100.9176,68.34,30,0,6.91,clear sky
502,Port Hueneme,US,34.1478,-119.1951,71.26,86,1,2.1,clear sky
503,College,US,64.8569,-147.8028,45.99,71,93,5.23,overcast clouds
504,Kemijarvi,FI,66.7131,27.4306,37.98,95,100,3.96,overcast clouds
505,Canmore,CA,51.0834,-115.3521,51.82,66,80,1.14,broken clouds
506,Umm Lajj,SA,25.0213,37.2685,84.45,58,3,7.76,clear sky
507,Pitimbu,BR,-7.4706,-34.8086,73.99,79,92,9.55,overcast clouds
508,Lyudinovo,RU,53.8664,34.4478,42.49,96,97,6.35,overcast clouds
509,Pitea,SE,65.3172,21.4794,46.49,93,100,13.94,light rain
510,Dossor,KZ,47.5272,52.9811,57.96,28,76,20.11,broken clouds
511,Marsa Matruh,EG,31.3525,27.2453,73.6,73,20,11.5,few clouds
512,Sakharovo,RU,56.8995,36.0502,42.17,93,100,2.86,overcast clouds
513,Mehamn,NO,71.0357,27.8492,42.71,81,20,6.91,few clouds
514,Iranshahr,IR,27.2025,60.6848,89.94,12,0,0.0,clear sky
515,Port Blair,IN,11.6667,92.75,86.04,79,75,6.91,broken clouds
516,Chestermere,CA,51.0334,-113.8187,60.33,57,20,5.75,few clouds
517,Krasnoselkup,RU,65.7,82.4667,35.6,97,100,10.13,overcast clouds
518,Nemuro,JP,43.3236,145.575,54.05,57,99,19.48,overcast clouds
519,Rimini,IT,44.0241,12.5186,64.62,95,0,3.44,clear sky
520,Ust-Kut,RU,56.7938,105.7672,36.59,49,58,4.21,broken clouds
521,Gatak,ID,-7.5908,110.7044,86.49,57,100,12.5,overcast clouds
522,Gewane,ET,10.1664,40.6453,80.53,54,99,2.04,overcast clouds
523,Isiro,CD,2.7739,27.616,65.66,98,100,3.31,overcast clouds
524,Vaitape,PF,-16.5167,-151.75,78.53,70,13,24.23,few clouds
525,Canavieiras,BR,-15.675,-38.9472,71.2,85,36,6.13,scattered clouds
526,Qaqortoq,GL,60.7167,-46.0333,35.46,99,100,9.4,light rain
527,Sanica,BA,44.6142,16.6411,47.89,80,8,3.42,clear sky
528,Rodrigues Alves,BR,-7.738,-72.6509,75.15,70,4,2.21,clear sky
529,Brae,GB,60.3964,-1.353,51.48,78,100,13.96,overcast clouds
530,Wattegama,LK,6.7989,81.4808,90.14,43,100,2.66,light rain
531,Tilichiki,RU,60.4667,166.1,44.1,96,100,17.67,moderate rain
532,Arlit,NE,18.7369,7.3853,87.01,17,0,9.64,clear sky
533,Valparaiso,CL,-33.0393,-71.6273,57.99,92,40,4.61,scattered clouds
534,Haines Junction,CA,60.7522,-137.5108,40.95,81,100,1.14,overcast clouds
535,Santa Cruz,BO,-17.8,-63.1667,74.66,83,33,8.05,scattered clouds
536,Troy,US,42.6056,-83.1499,53.53,73,0,3.44,clear sky
537,Comarapa,BO,-17.9,-64.4833,56.71,95,76,2.73,broken clouds
538,Hwange,ZW,-18.3693,26.5019,75.25,20,0,3.83,clear sky
539,Katangli,RU,51.7102,143.2326,38.77,51,23,20.18,few clouds
540,Mandapam,IN,9.2833,79.1167,83.37,72,81,10.87,moderate rain
541,Mogok,MM,22.9167,96.5,80.15,60,41,1.5,scattered clouds
542,Ganzhou,CN,28.8184,115.4327,64.74,68,100,5.99,overcast clouds
543,Maniitsoq,GL,65.4167,-52.9,35.19,50,70,5.3,broken clouds
544,Yamada,JP,39.4667,141.95,61.05,56,99,5.12,light rain
545,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,41,0,9.22,clear sky
546,Dosso,NE,13.049,3.1937,78.48,70,99,7.72,overcast clouds
547,Winston-Salem,US,36.0999,-80.2442,54.88,79,44,6.35,scattered clouds
548,Chengde,CN,40.9725,117.9361,54.77,16,9,7.14,clear sky
549,Glendive,US,47.1053,-104.7125,62.19,83,11,4.83,few clouds
550,Wakkanai,JP,45.4094,141.6739,46.38,76,75,20.71,broken clouds
551,Alihe,CN,50.5667,123.7167,42.87,26,49,9.26,scattered clouds
552,Bubaque,GW,11.2833,-15.8333,81.36,78,58,9.31,broken clouds
553,Mgandu,TZ,-5.95,34.1333,63.97,58,85,11.03,overcast clouds
554,Yuzhno-Kurilsk,RU,44.0306,145.8556,52.88,64,73,17.74,broken clouds
555,Shimoda,JP,34.6667,138.95,73.76,90,94,15.59,overcast clouds
556,Bismil,TR,37.8486,40.6658,68.11,19,55,6.51,broken clouds
557,Marsh Harbour,BS,26.5412,-77.0636,78.98,73,19,11.65,few clouds
558,Belogorsk,RU,50.9158,128.4611,42.4,34,38,15.08,scattered clouds
559,Povenets,RU,62.8487,34.8262,46.78,95,98,7.23,overcast clouds
560,Batagay,RU,67.6333,134.6333,23.07,74,97,0.94,overcast clouds
561,Bud,US,39.447,-86.1758,48.4,86,0,2.1,clear sky
562,Saraland,US,30.8207,-88.0706,64.06,80,84,1.61,broken clouds
563,Punta Gorda,US,26.9298,-82.0454,74.05,77,16,13.0,few clouds
564,Saquena,PE,-4.6667,-73.5167,78.04,64,80,2.62,broken clouds
565,Dalvik,IS,65.9702,-18.5286,40.93,99,100,8.95,overcast clouds
566,Kamenka,RU,51.3223,42.7678,50.68,72,28,10.92,scattered clouds
567,Gladstone,AU,-23.85,151.25,73.33,56,100,14.97,overcast clouds
568,Kristiinankaupunki,FI,62.2743,21.376,48.65,97,100,16.49,light rain
569,Vuktyl,RU,63.8567,57.3094,46.74,82,100,9.1,overcast clouds
570,Casper,US,42.8666,-106.3131,49.8,77,16,3.91,few clouds
571,Umm Kaddadah,SD,13.6017,26.6876,81.12,56,100,6.71,overcast clouds
572,Aransas Pass,US,27.9095,-97.15,75.97,89,0,0.0,clear sky
573,Tabou,CI,4.423,-7.3528,76.17,91,100,4.72,light rain
574,Lixourion,GR,38.2019,20.4314,67.21,65,35,4.94,scattered clouds
575,Aykino,RU,62.2248,49.9922,45.86,87,100,6.44,overcast clouds
576,Alyangula,AU,-13.8483,136.4192,85.23,66,22,10.76,few clouds
577,Beloha,MG,-25.1667,45.05,76.33,59,6,3.42,clear sky
578,Buarcos,PT,40.166,-8.8768,52.14,85,0,6.55,clear sky
579,Beni,CD,0.5,29.4667,63.21,98,97,0.76,overcast clouds
580,Banda Aceh,ID,5.5577,95.3222,80.73,80,99,9.28,overcast clouds
581,At-Bashi,KG,41.1702,75.8106,53.1,25,79,3.15,broken clouds
582,Mishelevka,RU,52.8575,103.1719,43.56,44,17,2.91,few clouds
583,Angoram,PG,-4.0625,144.0661,87.21,64,100,5.41,overcast clouds
584,Hargeysa,SO,9.56,44.065,75.27,45,81,8.32,broken clouds
585,Verkhnetulomskiy,RU,68.6073,31.7962,37.53,94,100,4.9,overcast clouds
586,Nehe,CN,48.4833,124.8333,45.39,22,98,10.96,overcast clouds
587,Terrace,CA,54.5163,-128.6035,53.51,82,100,9.22,light rain
588,Swift Current,CA,50.2834,-107.8014,65.21,45,0,5.75,clear sky
589,Amapa,BR,1.0,-52.0,72.9,94,79,3.18,broken clouds
590,Farmington,US,36.7281,-108.2187,63.01,46,100,5.35,overcast clouds
591,Sorland,NO,67.667,12.6934,49.86,75,100,19.06,overcast clouds
592,Jacareacanga,BR,-6.2222,-57.7528,72.43,89,40,0.36,scattered clouds
593,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.27,81,69,1.77,broken clouds
594,Riyadh,SA,24.6877,46.7219,75.34,30,0,4.63,clear sky
595,Russkaya Polyana,UA,49.417,31.9201,46.18,93,23,12.55,few clouds
596,Port Macquarie,AU,-31.4333,152.9167,63.9,59,100,9.55,overcast clouds
597,Aranda De Duero,ES,41.6704,-3.6892,56.5,44,0,4.34,clear sky
598,Kachiry,KZ,53.0675,76.1036,53.35,38,91,10.74,overcast clouds
599,Turangi,NZ,-39.0,175.9333,39.97,92,100,8.79,overcast clouds
600,Kalavad,IN,22.2167,70.3833,82.96,53,14,9.53,few clouds
601,Ancud,CL,-41.8697,-73.8203,46.26,92,17,5.59,few clouds
602,Ouesso,CG,1.6136,16.0517,68.95,97,100,1.66,overcast clouds
603,Micheweni,TZ,-4.9667,39.8333,77.31,78,28,8.79,scattered clouds
604,Garmsar,IR,35.2182,52.3409,82.47,15,0,0.85,clear sky
605,Palana,RU,59.1167,159.9667,37.92,79,100,21.56,overcast clouds
606,Upata,VE,8.0086,-62.3989,77.2,94,80,2.35,broken clouds
607,Daoukro,CI,7.0591,-3.9631,70.72,98,90,3.67,overcast clouds
608,Chumikan,RU,54.7183,135.315,40.26,31,100,16.49,overcast clouds
609,Rjukan,NO,59.8789,8.5941,47.05,98,85,2.68,overcast clouds
610,Kalabo,ZM,-14.97,22.6814,67.64,25,1,5.23,clear sky
611,Marquette,US,46.5333,-87.6335,59.77,80,100,6.58,overcast clouds
612,Esperantina,BR,-3.9017,-42.2336,69.55,97,55,3.38,broken clouds
613,Khromtau,KZ,50.2503,58.4347,45.68,25,61,11.79,broken clouds
614,Balikpapan,ID,-1.2675,116.8289,79.79,89,20,4.61,light rain
615,Jimeta,NG,9.2833,12.4667,77.23,88,40,0.0,scattered clouds
616,Galesong,ID,-5.3166,119.3661,87.82,71,100,4.83,overcast clouds
617,Antri,IN,26.0567,78.2144,81.75,72,90,8.37,overcast clouds
618,Zhuhai,CN,22.2769,113.5678,91.18,70,20,11.5,few clouds
619,Huarmey,PE,-10.0681,-78.1522,60.53,86,44,8.34,scattered clouds
620,Bairiki,KI,1.3292,172.9752,81.93,72,27,16.26,scattered clouds
621,Hami,CN,42.8,93.45,59.94,40,96,5.14,overcast clouds
622,Kiunga,PG,-6.1219,141.2906,90.54,54,77,5.17,broken clouds
623,Zhezkazgan,KZ,47.8043,67.7144,46.38,27,0,11.18,clear sky
624,Dedza,MW,-14.3779,34.3332,66.63,30,21,6.67,few clouds
625,Uthal,PK,25.8072,66.6219,84.7,64,0,2.15,clear sky
626,Dumas,US,35.8656,-101.9732,62.74,67,75,6.91,broken clouds
627,Ternate,ID,0.8,127.4,85.12,70,61,8.34,broken clouds
628,San Quintin,MX,30.4833,-115.95,68.83,85,16,5.61,few clouds
629,Ewa Beach,US,21.3156,-158.0072,79.99,79,49,11.01,scattered clouds
630,Boa Esperanca,BR,-21.09,-45.5658,63.18,94,66,1.63,broken clouds
631,Urumqi,CN,43.801,87.6005,52.75,28,0,4.47,clear sky
632,Namatanai,PG,-3.6667,152.4333,85.19,62,75,12.5,broken clouds
633,Poplar Bluff,US,36.757,-90.3929,54.34,79,4,1.01,clear sky
634,Faya,SA,18.3851,42.4509,67.91,20,10,11.5,clear sky
635,Seagoville,US,32.6396,-96.5383,72.37,56,0,0.0,clear sky
636,Huoqiu,CN,32.3394,116.2694,50.86,86,100,10.56,moderate rain
637,Flinders,AU,-34.5833,150.8552,59.18,84,100,4.0,light rain
638,Lakes Entrance,AU,-37.8811,147.981,59.16,61,100,19.39,moderate rain
639,Eyl,SO,7.9803,49.8164,81.28,67,66,15.23,broken clouds
640,Plettenberg Bay,ZA,-34.0527,23.3716,55.45,75,5,3.87,clear sky
641,Bardiyah,LY,31.7561,25.0865,73.15,64,6,13.13,clear sky
642,Ucluelet,CA,48.9329,-125.5528,59.09,88,100,6.17,overcast clouds
643,Ayan,RU,56.45,138.1667,35.15,46,98,22.66,overcast clouds
644,Molchanovo,RU,57.5817,83.7692,39.36,91,100,8.5,overcast clouds
645,Tukrah,LY,32.5341,20.5791,71.55,72,4,8.48,clear sky
646,Mbekenyera,TZ,-10.0,38.9833,74.16,64,55,3.42,broken clouds
647,Gogrial,SS,8.5332,28.1004,72.79,84,96,1.41,overcast clouds
648,Mangan,IN,27.5167,88.5333,72.55,94,100,0.65,overcast clouds
649,Bajil,YE,15.0584,43.2851,90.45,46,56,5.44,broken clouds
650,Tera,NE,14.0078,0.7531,83.25,64,11,7.4,few clouds
651,Okhotsk,RU,59.3833,143.3,34.68,54,100,17.11,overcast clouds
652,Ruzhyn,UA,49.7228,29.2046,44.6,93,14,11.1,few clouds
653,Kalangala,UG,-0.3089,32.225,63.75,84,85,15.48,overcast clouds
654,Kumluca,TR,36.3703,30.2869,74.44,50,0,4.97,clear sky
655,Teguldet,RU,57.3064,88.1667,35.02,98,100,9.24,snow
656,Ormond Beach,US,29.2858,-81.0559,72.03,86,61,4.0,broken clouds
657,Banepa,NP,27.6298,85.5214,66.52,88,75,9.22,broken clouds
658,Susuman,RU,62.7833,148.1667,18.81,78,100,17.65,light snow
659,Manavalakurichi,IN,8.1333,77.3,84.45,68,99,16.98,overcast clouds
660,Fairbanks,US,64.8378,-147.7164,45.99,71,93,5.28,overcast clouds
661,Port Augusta,AU,-32.5,137.7667,80.62,30,11,11.1,few clouds
662,Edd,ER,13.9297,41.6925,90.41,59,93,9.8,overcast clouds
663,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,20,2.3,few clouds
664,Richmond Hill,CA,43.8711,-79.4372,49.64,89,4,4.72,clear sky
665,Shakiso,ET,5.75,38.9167,59.56,97,100,1.72,light rain
666,Nikel,RU,69.4128,30.222,39.38,95,100,7.63,overcast clouds
667,Alta Floresta,BR,-9.8756,-56.0861,71.67,87,58,2.46,broken clouds
668,Chkalovskoye,RU,44.8392,133.0436,46.65,30,3,9.78,clear sky
669,Pachino,IT,36.7186,15.0907,69.19,62,5,5.79,clear sky
670,Dombarovskiy,RU,50.7587,59.5386,47.43,26,78,11.97,broken clouds
671,Lincoln,US,40.8,-96.667,62.56,81,89,1.99,overcast clouds
672,Saedinenie,BG,42.2667,24.55,47.95,93,0,2.3,clear sky
673,Piterka,RU,50.6803,47.4454,56.59,55,100,9.48,overcast clouds
674,Berbera,SO,10.4396,45.0143,88.14,62,52,2.35,broken clouds
675,Qianjiang,CN,30.4151,112.8859,52.61,78,100,10.56,overcast clouds
676,Shieli,KZ,44.1667,66.75,59.41,18,0,20.58,clear sky
677,Camopi,GF,3.1655,-52.3158,71.06,100,46,2.01,scattered clouds
678,Ibra,OM,22.6906,58.5334,86.09,32,73,0.65,broken clouds
679,Illela,NG,13.7292,5.2975,81.86,61,13,6.64,few clouds
680,Omsukchan,RU,62.5333,155.8,24.93,96,100,6.26,snow
681,Along,IN,28.1667,94.7667,73.98,98,99,0.6,overcast clouds
682,Napier,NZ,-39.4833,176.9167,50.05,66,90,21.03,overcast clouds
683,San Rafael,AR,-34.6177,-68.3301,55.31,64,100,18.32,overcast clouds
684,Senanga,ZM,-16.1167,23.2667,68.9,27,0,4.14,clear sky
685,Patiya,BD,22.2931,91.9762,89.64,60,31,3.36,scattered clouds
686,Akniste,LV,56.1615,25.7478,44.37,96,100,5.77,overcast clouds
687,Graaff-Reinet,ZA,-32.2522,24.5308,56.17,69,0,0.45,clear sky
688,Naze,JP,28.3667,129.4833,78.31,78,27,8.32,scattered clouds
689,Natchez,US,31.5604,-91.4032,60.26,94,0,0.0,clear sky
690,Caravelas,BR,-17.7125,-39.2481,73.96,82,60,10.04,broken clouds
691,Salta,AR,-24.7859,-65.4117,61.57,68,0,1.01,clear sky
692,Komsomolskiy,UZ,40.4272,71.7189,66.92,26,1,2.3,clear sky
