City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
580,Banda Aceh,ID,80.73,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
583,Angoram,PG,87.21,overcast clouds,-4.0625,144.0661,
584,Hargeysa,SO,75.27,broken clouds,9.56,44.065,City Center Hotel
588,Swift Current,CA,65.21,clear sky,50.2834,-107.8014,"Motel 6 Swift Current, SK"
589,Amapa,BR,72.9,broken clouds,1.0,-52.0,
590,Farmington,US,63.01,overcast clouds,36.7281,-108.2187,Courtyard by Marriott Farmington
592,Jacareacanga,BR,72.43,scattered clouds,-6.2222,-57.7528,Casa do Ian😎
593,Sao Gabriel Da Cachoeira,BR,75.27,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
594,Riyadh,SA,75.34,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
596,Port Macquarie,AU,63.9,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
600,Kalavad,IN,82.96,few clouds,22.2167,70.3833,Hetu Bapu Kadri
602,Ouesso,CG,68.95,overcast clouds,1.6136,16.0517,ABENIE Hotel
603,Micheweni,TZ,77.31,scattered clouds,-4.9667,39.8333,
604,Garmsar,IR,82.47,clear sky,35.2182,52.3409,مجتمع مرصاد
606,Upata,VE,77.2,broken clouds,8.0086,-62.3989,Posada Villa Nela
607,Daoukro,CI,70.72,overcast clouds,7.0591,-3.9631,Komenan brou roseline
610,Kalabo,ZM,67.64,clear sky,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
612,Esperantina,BR,69.55,broken clouds,-3.9017,-42.2336,Hotel Bela Vista
614,Balikpapan,ID,79.79,light rain,-1.2675,116.8289,Swiss-Belhotel Balikpapan
615,Jimeta,NG,77.23,scattered clouds,9.2833,12.4667,Yola International Hotel
616,Galesong,ID,87.82,overcast clouds,-5.3166,119.3661,Sapriadi Appy
617,Antri,IN,81.75,overcast clouds,26.0567,78.2144,Jama masjid antri
619,Huarmey,PE,60.53,scattered clouds,-10.0681,-78.1522,Hotel Miramar
620,Bairiki,KI,81.93,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
624,Dedza,MW,66.63,few clouds,-14.3779,34.3332,Kapeleta Dedza Estates
625,Uthal,PK,84.7,clear sky,25.8072,66.6219,Al-Mustafa Hotel
626,Dumas,US,62.74,broken clouds,35.8656,-101.9732,"Holiday Inn Express & Suites Dumas, an IHG Hotel"
627,Ternate,ID,85.12,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
628,San Quintin,MX,68.83,few clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
629,Ewa Beach,US,79.99,scattered clouds,21.3156,-158.0072,Base Lodging
630,Boa Esperanca,BR,63.18,broken clouds,-21.09,-45.5658,Hotel do Lago
632,Namatanai,PG,85.19,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
634,Faya,SA,67.91,clear sky,18.3851,42.4509,شيلة نسايم
635,Seagoville,US,72.37,clear sky,32.6396,-96.5383,Seagoville Inn Seagoville
639,Eyl,SO,81.28,broken clouds,7.9803,49.8164,EYL AQUE SYSTEM
641,Bardiyah,LY,73.15,clear sky,31.7561,25.0865,بورتو بردية
645,Tukrah,LY,71.55,clear sky,32.5341,20.5791,Lagrota restaurant
646,Mbekenyera,TZ,74.16,broken clouds,-10.0,38.9833,
647,Gogrial,SS,72.79,overcast clouds,8.5332,28.1004,
648,Mangan,IN,72.55,overcast clouds,27.5167,88.5333,Hotel Mout View
650,Tera,NE,83.25,few clouds,14.0078,0.7531,Hotel Daressalam Téra
653,Kalangala,UG,63.75,overcast clouds,-0.3089,32.225,Ssese Habitat Resort
654,Kumluca,TR,74.44,clear sky,36.3703,30.2869,Akkol Apart
656,Ormond Beach,US,72.03,broken clouds,29.2858,-81.0559,Makai Beach Lodge
657,Banepa,NP,66.52,broken clouds,27.6298,85.5214,Dhulikhel Lodge Resort
659,Manavalakurichi,IN,84.45,overcast clouds,8.1333,77.3,Jebinrio home
661,Port Augusta,AU,80.62,few clouds,-32.5,137.7667,Majestic Oasis Apartments
663,Ponta Delgada,PT,70.52,few clouds,37.7333,-25.6667,Vila Nova Hotel
667,Alta Floresta,BR,71.67,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
669,Pachino,IT,69.19,clear sky,36.7186,15.0907,Il Veliero
671,Lincoln,US,62.56,overcast clouds,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
674,Berbera,SO,88.14,broken clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
677,Camopi,GF,71.06,scattered clouds,3.1655,-52.3158,La pousada
678,Ibra,OM,86.09,broken clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
679,Illela,NG,81.86,few clouds,13.7292,5.2975,
681,Along,IN,73.98,overcast clouds,28.1667,94.7667,Hotel West
684,Senanga,ZM,68.9,clear sky,-16.1167,23.2667,Zango lodge
685,Patiya,BD,89.64,scattered clouds,22.2931,91.9762,Shil para
688,Naze,JP,78.31,scattered clouds,28.3667,129.4833,Shishime Hotel
689,Natchez,US,60.26,clear sky,31.5604,-91.4032,Hampton Inn & Suites Natchez
690,Caravelas,BR,73.96,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
691,Salta,AR,61.57,clear sky,-24.7859,-65.4117,Hotel Alejandro I
692,Komsomolskiy,UZ,66.92,clear sky,40.4272,71.7189,Ikathouse
694,Jos,NG,63.54,broken clouds,9.9167,8.9,Silk Suites
695,Mangrol,IN,84.15,clear sky,21.1167,70.1167,Hotel The Royal Honours
696,Neiafu,TO,79.48,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
698,Porto Santo,PT,70.18,few clouds,33.072,-16.3415,Hotel Porto Santo & Spa
700,Charleston,US,60.03,clear sky,32.7766,-79.9309,The Mills House Wyndham Grand Hotel
701,Ipameri,BR,69.21,overcast clouds,-17.7219,-48.1597,Real Hotel
702,Kuito,AO,60.19,few clouds,-12.3833,16.9333,Herdeiros de Antunes Capusso
703,Buta,CD,69.33,light rain,2.7858,24.73,Hôtel BOPANDO
707,Magalia,US,69.12,broken clouds,39.8121,-121.5783,Paradise Pines RV Park - FHU - Safe & Clean
708,Isabela,PH,87.03,broken clouds,6.7085,121.9711,Isawad Resort
709,Mchinji,MW,70.16,few clouds,-13.7984,32.8802,Kayesa Inn
710,Amahai,ID,84.51,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
712,Laguna De Perlas,NI,77.16,overcast clouds,12.3429,-83.6712,Hotel Best View
713,Mancio Lima,BR,75.15,clear sky,-7.6142,-72.8958,Motel Asas Do Desejo
714,Baylo,PH,84.83,light rain,7.8539,126.0581,Sophia Inn
